study_id,match,paper_count,doi,first_author,surname,authors,title,abstract,journal,year,month,volume,issue,pages,inclusion,which_check,uni_name,ab_uni_name,working_group_name,uni_working_group,qualification,working_group_number,Number_person_in_working_group,nr_researchers,group_paper_count,publication_strength,quartile,links,federal_state,state_uni,form,Ansprache,Countercheck_Website,Countercheck_Category,Countercheck_Kommentar,Countercheck_ls_or_jd,Countercheck_inclusion,Countercheck_which_check,notes_covidence,covidence_support_binary,covidence_support
2105,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,93,3,3,10,3.333333333,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2106,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,65,4,5,34,6.8,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2107,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,62,2,14,18,1.285714286,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2108,anonymized,18,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,82,18,26,66,2.538461538,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2109,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,54,4,24,67,2.791666667,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2110,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,3,3,12,17,1.416666667,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2111,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,25,19,28,63,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2112,anonymized,22,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,87,3,11,34,3.090909091,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2113,anonymized,22,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,87,3,11,34,3.090909091,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2114,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,44,5,17,36,2.117647059,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2115,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,52,1,6,21,3.5,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2116,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,61,3,8,18,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2117,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,4,1,1,7,7,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2118,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,79,5,16,42,2.625,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2119,anonymized,22,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,87,3,11,34,3.090909091,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2120,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,78,2,14,26,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2121,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,83,6,11,22,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2122,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,47,1,9,18,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2123,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,99,3,5,10,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2124,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,52,1,6,21,3.5,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2125,anonymized,18,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,82,18,26,66,2.538461538,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2126,anonymized,18,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,82,18,26,66,2.538461538,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2127,anonymized,18,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,82,18,26,66,2.538461538,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2128,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,99,3,5,10,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2129,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,66,4,9,14,1.555555556,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2130,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,88,4,11,25,2.272727273,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2131,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,82,21,26,66,2.538461538,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2132,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,79,11,16,42,2.625,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2133,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,7,23,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2134,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,34,42,55,65,1.181818182,1,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2135,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,80,1,7,14,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2136,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,14,1,17,54,3.176470588,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2137,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,73,1,1,10,10,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2138,anonymized,22,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,87,3,11,34,3.090909091,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2139,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,78,2,14,26,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2140,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,22,21,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2141,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,36,15,32,57,1.78125,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2142,anonymized,22,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,87,3,11,34,3.090909091,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2143,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,25,8,28,63,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2144,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,14,1,17,54,3.176470588,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2145,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,54,7,24,67,2.791666667,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2146,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,39,10,22,56,2.545454545,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2147,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,39,6,22,56,2.545454545,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,,
2148,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,20,8,21,37,1.761904762,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,,
2149,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,21,5,7,31,4.428571429,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2150,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,96,10,10,9,0.9,1,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,,
2151,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,66,4,9,14,1.555555556,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2152,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,51,2,16,24,1.5,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2153,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,20,1,21,37,1.761904762,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2154,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,44,5,17,36,2.117647059,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2155,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,58,6,12,37,3.083333333,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2156,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,39,6,22,56,2.545454545,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2157,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,20,1,21,37,1.761904762,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2158,anonymized,14,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,43,1,3,15,5,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,,
2159,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,39,6,22,56,2.545454545,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,,
2160,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,73,1,1,10,10,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2161,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,5,5,30,35,1.166666667,1,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2162,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,65,4,5,34,6.8,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,0,no support
2163,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,65,4,5,34,6.8,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2164,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,51,2,16,24,1.5,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2165,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,99,3,5,10,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,,
2166,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,98,1,15,30,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2167,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,88,4,11,25,2.272727273,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2168,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,14,3,17,54,3.176470588,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2169,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,67,1,11,39,3.545454545,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2170,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,22,2,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2171,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,8,8,31,63,2.032258065,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2172,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,11,3,10,40,4,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2173,anonymized,14,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,43,1,3,15,5,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,,
2174,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,51,2,16,24,1.5,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2175,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,52,1,6,21,3.5,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2176,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,52,1,6,21,3.5,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2177,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,54,4,24,67,2.791666667,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2178,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,22,2,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2179,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,69,1,15,26,1.733333333,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2180,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,69,1,15,26,1.733333333,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2181,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,20,1,21,37,1.761904762,2,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2182,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,52,1,6,21,3.5,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2183,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,99,3,5,10,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2184,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,8,19,31,63,2.032258065,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,support
2185,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,79,11,16,42,2.625,3,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,1,partial support
2186,anonymized,13,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,54,1,24,67,2.791666667,4,anonymized,anonymized,anonymized,anonymized,anonymized,true_positive,NA,NA,ls,true,step1,anonymized,,
